;;;;;;;;;;;;;;;;;;;;;;;;;
000273;COLEGIO FRAY RAFAEL DE LA SERNA;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;48,23;49,57;46,70;50,18;42,43;51,86;50,80;50,70;10,65;6,15;6,97;6,08;8,48;10,17;6,51;8,34;44;20122
000281;COMUNIDAD COLEGIO JESUS MARIA;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;67,81;56,97;56,93;57,93;49,76;72,52;59,99;57,34;14,72;7,74;9,04;8,18;7,81;12,66;6,46;8,68;67;20122
000315;COLEGIO DE LA INMACULADA;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;51,28;48,48;47,82;50,50;45,36;56,27;51,93;52,30;9,73;5,79;6,92;7,51;8,26;12,58;6,33;8,79;120;20122
000349;COLEGIO LOS ALMENDROS;05266;ENVIGADO;ANTIOQUIA;A;NO OFICIAL;MAÑANA;50,57;46,71;45,43;50,50;42,43;48,79;50,79;47,71;10,01;5,14;5,32;5,26;5,09;8,59;4,32;8,04;14;20122
000356;COLEGIO MADRE ANTONIA CERINI;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;48,76;44,66;42,98;48,90;43,51;53,71;48,46;49,34;9,85;5,96;8,41;5,09;8,25;11,82;6,02;7,49;41;20122
000364;COLEGIO MARIA AUXILIADORA;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;59,47;55,97;52,88;54,34;48,45;63,33;56,10;55,55;11,39;5,79;8,31;7,64;6,26;12,98;5,17;7,50;58;20122
000372;COLEGIO MARYMOUNT;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;64,29;51,98;52,06;54,84;49,73;83,00;57,35;56,47;12,67;5,99;8,45;7,60;6,38;8,41;6,80;7,10;49;20122
000380;COLEGIO MILITAR JOSE MARIA CORDOBA;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;49,90;47,44;46,85;48,18;41,25;46,36;49,01;47,35;9,63;5,63;6,43;7,90;9,22;8,28;6,66;9,14;106;20122
000398;COLEGIO NUESTRA MADRE DE MERCEDES;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;56,11;50,32;47,86;51,39;45,18;63,29;52,07;51,93;12,11;4,46;7,38;5,32;9,00;13,07;5,23;6,63;28;20122
000406;COLEGIO NUESTRA SEÑORA DEL ROSARIO DE CHIQUINQUIRA;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;53,11;51,85;49,00;51,78;49,81;59,44;55,96;53,19;11,55;5,71;6,02;8,88;8,70;13,46;6,54;9,50;27;20122
000422;COLEGIO NUESTRA SEÑORA DE LA PROVIDENCIA;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;53,56;49,31;50,44;53,94;44,50;64,25;54,19;50,50;9,51;6,39;6,67;9,79;7,59;14,45;7,88;10,68;16;20122
000430;COLEGIO PALERMO DE SAN JOSE;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;56,60;51,58;46,47;51,06;45,96;60,39;52,19;51,78;11,33;6,52;7,98;6,88;6,57;11,02;6,58;7,69;93;20122
000448;COLEGIO SAGRADOS CORAZONES;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;54,00;47,45;45,77;50,73;51,77;53,27;53,27;47,05;10,27;7,39;6,25;7,07;8,25;12,23;6,53;8,42;22;20122
000455;COLEGIO SALESIANO EL SUFRAGIO;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;56,58;51,01;49,93;52,85;46,37;61,05;53,95;54,41;11,06;6,39;7,99;7,59;7,82;13,02;5,30;9,01;92;20122
000463;COLEGIO SAN IGNACIO DE LOYOLA;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;74,72;57,14;60,29;58,23;48,81;75,75;57,71;59,41;13,40;6,89;9,30;8,16;8,68;11,32;6,68;8,34;119;20122
000471;COLEGIO SAN JOSE DE LA SALLE;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;61,68;52,93;50,86;54,20;46,18;66,16;55,20;53,70;11,41;6,38;7,75;7,78;8,06;13,91;7,81;9,10;120;20122
000489;COLEGIO SAN JOSE DE LAS VEGAS;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;64,34;54,99;53,73;57,78;51,06;78,11;60,04;58,36;12,03;6,08;7,12;7,62;7,04;11,98;6,11;8,13;112;20122
000497;COLEGIO SAN JUAN BOSCO;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;52,78;50,78;48,05;52,27;46,82;57,88;54,33;53,72;9,90;5,17;7,20;7,56;6,93;11,12;5,23;6,83;60;20122
000521;COLEGIO SANTA MARIA DEL ROSARIO;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;50,24;47,61;44,47;49,35;43,33;59,61;50,63;49,06;9,47;5,87;7,66;6,46;7,30;13,75;6,38;7,67;49;20122
000554;COLEGIO SANTA TERESITA;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;46,03;45,20;44,43;46,40;41,73;46,27;47,83;46,27;9,87;6,33;8,17;8,04;9,29;9,85;6,23;8,03;30;20122
000588;GIMNASIO LOS CEDROS;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;59,24;50,36;49,33;50,48;47,33;72,61;55,09;53,30;11,00;6,94;7,61;7,33;7,10;11,43;6,87;8,53;33;20122
000596;COLEGIO GIMNASIO LOS PINARES;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;67,37;58,11;59,09;59,34;52,54;79,51;60,34;57,09;12,13;7,29;9,58;9,31;10,08;10,75;7,46;8,12;35;20122
000638;COLEGIO NUEVO CERVANTES CONOCER;05001;MEDELLIN;ANTIOQUIA;F;NO OFICIAL;MAÑANA;39,86;41,57;40,75;40,79;36,41;37,85;42,18;39,11;9,82;4,90;7,10;6,65;8,44;7,05;6,49;8,88;325;20122
000638;COLEGIO NUEVO CERVANTES CONOCER;05001;MEDELLIN;ANTIOQUIA;F;NO OFICIAL;MAÑANA;40,99;41,47;38,78;41,78;34,73;37,34;46,56;41,56;8,62;6,33;8,02;7,24;8,38;8,29;8,04;7,43;232;20121
000653;INSTITUTO COLOMBO VENEZOLANO;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;56,30;50,07;50,04;51,75;44,61;59,00;53,96;53,56;15,06;6,99;8,91;8,48;8,71;16,32;6,82;12,13;57;20122
000687;INSTITUCION EDUCATIVA FEDERICO OZANAM;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MAÑANA;46,27;45,13;43,79;45,75;40,32;46,18;47,00;44,96;11,60;5,65;7,27;7,62;8,07;9,94;6,57;8,83;230;20122
000711;INSTITUCION EDUCATIVA SAMUEL BARRIENTOS;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MAÑANA;46,58;44,47;44,13;44,10;40,06;41,98;46,04;44,12;9,62;5,43;6,56;7,18;7,24;6,40;6,01;7,32;130;20122
000760;INSTITUTO JORGE ROBLEDO;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;63,64;56,18;56,32;56,43;46,64;75,86;56,34;56,77;12,41;6,66;8,51;8,08;8,67;10,31;5,76;7,56;44;20122
000786;INEM JOSE FELIX DE RESTREPO;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MAÑANA;50,77;48,28;46,00;48,31;43,48;47,77;50,71;48,49;10,89;6,30;7,82;7,51;7,68;10,45;6,40;8,08;831;20122
000810;INSTITUCION EDUCATIVA FEDERICO OZANAM;05001;MEDELLIN;ANTIOQUIA;F;OFICIAL;NOCHE;43,61;41,97;43,06;43,10;36,68;39,45;43,77;39,87;9,19;5,00;7,72;5,63;8,92;7,29;6,99;10,00;31;20122
000836;INSTITUTO SALESIANO PEDRO JUSTO BERRIO;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;60,53;52,56;52,81;50,83;44,17;56,91;52,47;53,31;14,07;6,29;7,98;7,28;8,92;14,53;6,26;8,13;70;20122
000844;INSTITUTO SAN CARLOS;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;58,75;52,92;52,60;53,50;45,52;59,61;53,51;53,99;13,14;6,75;8,21;8,14;8,89;14,64;6,59;8,52;162;20122
000851;INSTITUTO TECNICO INDUSTRIAL PASCUAL BRAVO;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;53,39;49,97;47,66;50,33;42,81;50,43;51,46;50,46;11,54;6,38;7,04;6,84;8,21;11,01;6,71;8,90;191;20122
000927;LICEO DEPARTAMENTAL MIXTO BENJAMIN HERRERA;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;43,96;42,59;40,63;42,35;39,54;42,72;44,91;41,17;9,35;4,60;8,74;5,87;7,13;7,69;5,62;7,52;46;20122
000935;LICEO DEPARTAMENTAL GILBERTO ALZATE AVENDAÑO;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MAÑANA;45,52;44,58;43,08;44,15;38,92;42,81;46,83;43,01;10,91;5,15;7,53;6,94;8,08;7,37;6,83;8,60;203;20122
000943;INSTITUCION EDUCATIVA LOLA GONZALEZ;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MAÑANA;47,84;45,79;43,50;46,97;40,45;44,93;48,58;45,53;10,02;6,02;7,22;6,95;8,76;8,11;6,73;8,44;349;20122
000968;INSTITUCION EDUCATIVA JOSE ROBERTO VASQUEZ BARRIO MANRIQUE;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MAÑANA;44,53;45,10;43,66;44,26;39,55;43,97;46,03;43,48;8,90;5,32;6,69;6,39;8,57;6,95;5,88;7,46;145;20122
000984;INSTITUCION EDUCATIVA LUCRECIO JARAMILLO VELEZ;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;49,61;46,25;44,77;46,52;42,05;49,58;49,23;46,31;10,46;6,22;7,41;5,73;7,84;11,90;6,25;7,94;106;20122
000992;INSTITUCION EDUCATIVA MANUEL J. BETANCUR;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MAÑANA;47,97;47,82;45,00;46,61;43,88;46,16;48,90;46,90;9,50;6,03;7,37;6,78;7,01;7,19;7,35;8,39;92;20122
001016;INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MAÑANA;46,12;44,74;44,12;46,02;39,24;44,00;47,01;45,65;9,35;6,14;7,11;6,44;9,12;6,94;7,15;8,55;85;20122
001024;INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ;05001;MEDELLIN;ANTIOQUIA;F;OFICIAL;NOCHE;39,38;43,42;41,24;42,29;37,24;39,04;44,36;41,82;9,18;4,00;6,24;7,28;7,51;8,53;5,65;6,38;45;20122
001032;INSTITUCION EDUCATIVA CONCEJO DE MEDELLIN;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;50,52;47,87;46,26;47,41;41,55;47,68;49,32;47,37;10,88;6,14;7,46;6,64;8,71;10,31;6,50;8,06;269;20122
001057;INSTITUTION EDUCATIVA JAVIERA LONDOÑO;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;46,29;45,60;43,20;45,88;42,64;48,29;49,25;46,48;11,09;6,18;7,26;7,84;8,73;11,21;7,52;8,03;259;20122
001073;LICEO SALAZAR Y HERRERA;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;52,36;49,48;48,14;50,45;45,49;52,73;51,96;51,05;10,47;5,93;7,62;7,30;8,37;12,67;6,45;8,41;409;20122
001081;LICEO SAN RAFAEL;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;47,86;45,23;44,19;47,00;42,32;48,29;47,84;45,94;10,90;5,85;6,77;6,96;8,19;10,42;5,86;6,83;69;20122
001115;BACHILLERATO MASCULINO DE LA UNIVERSIDAD PONTIFICIA BOLIVARIANA;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;58,87;52,66;52,56;52,98;47,34;62,21;54,26;56,24;12,36;7,07;7,85;7,85;8,79;13,35;6,50;9,08;261;20122
001123;ESCUELA NORMAL SUPERIOR ANTIOQUEÑA;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;52,03;49,11;47,53;49,56;45,19;53,83;51,60;49,03;10,10;5,76;7,25;7,78;7,75;12,92;6,51;8,23;80;20122
001131;COLEGIO LA ANUNCIACION;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;52,70;52,07;47,61;53,76;45,78;56,35;54,74;50,69;9,08;5,78;6,19;7,57;7,83;12,33;6,68;8,73;54;20122
001156;ESCUELA NORMAL NACIONAL DE VARONES ACADEMICO;05001;MEDELLIN;ANTIOQUIA;A;OFICIAL;TARDE;49,72;48,76;45,99;46,72;44,34;48,68;51,24;48,99;9,93;5,41;7,71;7,65;8,87;10,99;7,25;7,96;109;20122
001164;COLEGIO NUESTRA SEÑORA DE LOURDES;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MAÑANA;47,05;46,08;42,97;45,75;41,14;43,97;49,56;45,54;8,38;4,51;5,66;6,38;7,67;7,54;5,85;7,17;79;20122
001198;SEMINARIO MENOR DE LA ARQUIDIOCESIS DE MEDELLIN;05001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;51,19;48,00;47,15;49,74;47,00;52,59;50,59;49,78;11,21;5,73;5,87;8,45;8,53;10,25;6,86;7,29;27;20122
001206;ESCUELA NORMAL SUPERIOR;05002;ABEJORRAL;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;46,41;49,29;45,05;44,68;44,50;44,75;47,34;47,48;10,22;5,05;7,46;8,24;8,14;8,48;6,67;9,03;56;20122
001214;LICEO DEPARTAMENTAL MANUEL CANUTO RESTREPO;05002;ABEJORRAL;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;41,28;43,00;43,48;42,79;37,52;43,03;43,79;43,03;10,14;6,12;5,65;7,47;12,06;5,74;6,24;10,04;29;20122
001222;LICEO SAN FERNANDO;05030;AMAGA;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;42,27;43,52;42,46;43,40;38,55;41,05;45,42;42,02;9,54;4,75;7,55;7,08;8,65;5,99;6,21;8,84;123;20122
001230;INSTITUCION EDUCATIVA EDUARDO FERNANDEZ BOTERO;05031;AMALFI;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;45,45;44,49;45,06;44,60;38,84;44,38;45,75;43,35;11,31;5,22;6,84;6,82;8,91;8,43;5,83;7,52;77;20122
001255;LICEO JUAN DE DIOS URIBE;05034;ANDES;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;45,24;43,50;43,29;41,60;35,12;40,50;42,93;40,64;10,69;5,30;5,73;6,42;8,46;6,07;5,61;8,18;42;20122
001263;INSTITUCION EDUCATIVA SAN JOSE;05036;ANGELOPOLIS;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;40,89;41,72;42,39;40,14;32,44;39,14;44,56;39,53;8,59;3,47;7,75;7,77;7,74;5,34;5,44;7,65;36;20122
001271;LICEO DEPARTAMENTAL JESUS MARIA URREA;05040;ANORI;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;41,07;40,64;42,16;40,52;35,22;37,88;42,46;38,99;9,88;4,62;6,84;7,61;8,40;5,66;5,41;8,84;83;20122
001289;INSTITUCION EDUCATIVA SAN LUIS GONZAGA;05042;SANTAFÉ DE ANTIOQUIA;ANTIOQUIA;A;OFICIAL;MAÑANA;44,80;43,31;43,12;44,19;39,64;42,41;46,72;44,13;9,54;4,72;6,88;6,92;8,96;7,40;6,09;8,16;105;20122
001297;INSTITUCION EDUCATIVA JOSE CELESTINO MUTIS;05045;APARTADO;ANTIOQUIA;A;OFICIAL;TARDE;44,99;43,81;43,58;43,90;40,38;40,98;44,91;43,21;9,97;5,47;7,38;7,02;6,82;8,11;5,82;7,81;164;20122
001313;INSTITUTO UNIBAN;05045;APARTADO;ANTIOQUIA;A;NO OFICIAL;TARDE;59,77;53,41;50,18;54,50;47,82;62,95;53,32;52,36;14,95;6,12;7,76;8,43;9,15;14,25;3,36;8,42;22;20122
001339;INSTITUCION EDUCATIVA SAN JUAN DE URABA;05659;SAN JUAN DE URABA;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;44,90;44,94;44,66;42,84;38,72;41,82;45,44;42,52;6,88;4,81;5,70;5,91;8,08;5,37;5,62;7,35;50;20122
001347;LICEO DEPARTAMENTAL INTEGRADO SANTA TERESA;05055;ARGELIA;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;44,12;41,68;43,44;44,04;36,76;43,48;43,52;43,04;9,25;4,50;5,46;4,17;10,22;3,78;5,21;7,14;25;20122
001388;COLEGIO LA SALLE;05088;BELLO;ANTIOQUIA;A;NO OFICIAL;MAÑANA;53,79;50,15;49,42;50,73;44,05;52,39;53,61;51,56;12,39;5,83;8,44;7,97;7,82;12,12;6,85;8,83;147;20122
001396;INSTITUCION EDUCATIVA FERNANDO VELEZ;05088;BELLO;ANTIOQUIA;A;OFICIAL;MAÑANA;45,89;44,82;44,22;46,35;42,56;45,13;48,96;45,60;10,84;5,53;7,57;6,57;9,18;9,82;6,45;8,06;147;20122
001412;INSTITUTO PARROQUIAL JESUS DE LA BUENA ESPERANZA;05088;BELLO;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;48,56;46,95;45,05;47,76;43,04;47,92;50,09;47,32;10,31;6,43;7,00;6,69;7,67;10,17;7,23;9,13;151;20122
001420;LICEO ATANASIO GIRARDOT;05088;BELLO;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;44,50;43,75;42,76;44,36;39,60;44,56;45,23;44,49;11,00;5,74;7,09;6,80;8,28;9,13;6,32;7,19;107;20122
001438;INSTITUCION EDUCATIVA SUAREZ DE LA PRESENTACION;05088;BELLO;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;48,87;48,69;45,09;48,27;44,36;55,04;53,76;48,56;9,61;6,68;5,81;6,98;7,77;12,24;7,20;9,21;45;20122
001446;COLEGIO THEODORO HERTZL;05607;RETIRO;ANTIOQUIA;A;NO OFICIAL;COMPLETA U ORDINARIA;71,92;59,69;64,38;60,62;48,23;83,92;57,69;59,38;16,95;8,30;8,90;8,65;9,94;7,83;8,71;9,98;13;20122
001453;COLEGIO PERLA DEL CITARA;05091;BETANIA;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;42,61;42,94;43,33;41,16;38,49;42,03;44,10;41,81;8,63;5,49;6,18;7,32;7,27;6,44;5,45;6,42;67;20122
001461;LICEO SAN JOSE;05093;BETULIA;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;43,11;41,29;41,48;41,01;37,48;37,27;43,51;41,51;8,36;4,85;7,41;6,83;8,69;8,25;6,57;7,94;140;20122
001479;INSTITUCION EDUCATIVA  SAN JOSE DEL CITARA;05101;BOLIVAR;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;45,84;46,32;43,90;45,78;41,59;44,33;47,21;46,65;10,77;4,45;8,01;6,21;7,04;5,55;4,96;6,66;63;20122
001487;INSTITUCION EDUCATIVA MONSEÑOR GERARDO PATIÑO;05120;CACERES;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;42,65;43,22;41,94;43,63;40,29;38,33;44,00;43,10;7,82;4,69;6,40;5,65;8,23;6,56;6,11;7,27;63;20122
001495;INSTITUCION EDUCATIVA JOSE MARIA BERNAL;05129;CALDAS;ANTIOQUIA;A;OFICIAL;MAÑANA;44,45;44,00;42,61;43,83;39,89;41,11;45,11;42,20;10,01;5,72;8,31;6,67;8,03;6,81;6,33;8,70;234;20122
001503;INSTITUCION EDUCATIVA PEDRO LUIS ALVAREZ CORREA;05129;CALDAS;ANTIOQUIA;F;OFICIAL;NOCHE;41,73;41,54;41,81;40,98;35,92;39,56;41,47;39,65;8,97;5,18;7,03;6,31;8,00;6,87;6,36;7,63;106;20122
001537;INSTITUCION EDUCATIVA NICOLAS GAVIRIA;05138;CAÑASGORDAS;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;45,25;43,44;44,68;44,08;38,46;40,10;45,90;43,75;8,69;6,00;7,31;6,69;8,46;4,25;6,04;7,69;59;20122
001552;LICEO DEPARTAMENTAL GABRIEL CORREA VELEZ;05142;CARACOLI;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;42,98;42,05;41,81;42,73;38,37;39,05;45,25;42,05;8,91;4,74;6,42;5,82;8,46;4,83;4,89;7,18;59;20122
001578;LICEO JUAN PABLO GOMEZ OCHOA;05145;CARAMANTA;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;42,86;42,95;42,89;42,32;40,76;39,86;46,81;43,76;8,70;4,22;5,09;6,63;7,42;4,73;5,44;9,49;37;20122
001586;INSTITUCION EDUCATIVA FRAY JULIO TOBON B.;05148;CARMEN DE VIBORAL;ANTIOQUIA;A;OFICIAL;MAÑANA;49,16;47,94;44,18;47,21;42,79;47,62;49,32;47,42;12,10;6,44;7,87;8,06;7,51;11,05;6,30;7,72;164;20122
001594;INSTITUCION EDUCATIVA PRESBITERO JULIO TAMAYO;05150;CAROLINA;ANTIOQUIA;A;OFICIAL;COMPLETA U ORDINARIA;48,49;45,19;43,97;47,73;40,81;41,84;47,46;45,59;11,21;5,59;6,91;6,70;8,85;5,12;7,51;8,17;37;20122
001602;INSTITUCION EDUCATIVA LICEO CAUCASIA;05154;CAUCASIA;ANTIOQUIA;A;OFICIAL;MAÑANA;47,78;47,13;44,43;46,30;43,57;41,52;46,99;45,75;11,24;6,66;8,04;7,48;8,08;6,09;5,99;7,94;243;20122
